qty,Manufacturer,REF,Title,Description,Short Desc,price,selling incl,category ID,In Stock Text,Tax ID,Supplier,Primary image,2nd image,3rd image,BARCODE,length,width (mm),height (mm),weight (grams),delete images
200,TOWER,TTTR13S10,"TOWER Reward Range, Big 5 Motivation Stickers Afrikaans Value Pack, 240 Stickers - 10 Sheets","•Feature the big 5 animals and words that motivate students
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
•240 stickers                                                                                                                                                         ","TOWER Reward Range, Big 5 Motivation Stickers Afrikaans Value Pack, 240 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1dyzdcTG-bai-nFt7EF4m0DvtTb2iyohK&export=download,https://drive.google.com/uc?id=1o78FRDSY_wHBiWWPhglzBIMoR4Atyibd&export=download,,6.00E+12,1,115,203,31,Y
200,TOWER,TTTR21S03,"TOWER Reward Range, Dancing Stars Stickers Value Pack, 72 Stickers - 3 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•72 stickers                                                                                                                                                         ","TOWER Reward Range, Dancing Stars Stickers Value Pack, 72 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1BTGmQewKjKsCiscRr-NdKP2-Yg2XE5Lh&export=download,,,6.00E+12,1,115,203,31,Y
200,TOWER,TTTR21S07,"TOWER Reward Range, Dancing Stars Stickers, 168 Stickers - 7 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•168 stickers                                                                                                                                                         ","TOWER Reward Range, Dancing Stars Stickers, 168 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR21S10,"TOWER Reward Range, Dancing Stars Stickers Value Pack, 240 Stickers - 10 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet pack
•240 stickers                                                                                                                                                         ","TOWER Reward Range, Dancing Stars Stickers Value Pack, 240 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1VLeYJrTrwmy5pmv6KLsILlY5h2f7ldfC&export=download,https://drive.google.com/uc?id=1bT_SXi4qXoRSltpf67BbxwgoPp9U26de&export=download,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR02S03,"TOWER Reward Range, Fun Silver Stars, 285 Stickers - 3 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for scrapbooking, crafts, school projects and party decorations
•Variety of sizes 
•They are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•285 stickers                                                                                                                                                         ","TOWER Reward Range, Fun Silver Stars, 285 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=10Ij8yx_pG4rKd2knvM00DJ_gDHZsFD4c&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR02S07,"TOWER Reward Range, Fun Silver Stars, 665 Stickers - 7 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for scrapbooking, crafts, school projects and party decorations
•Variety of sizes 
•They are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•665 stickers                                                                                                                                                         ","TOWER Reward Range, Fun Silver Stars, 665 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR02S10,"TOWER Reward Range, Fun Silver Stars Value Pack 950 Stickers - 10 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for scrapbooking, crafts, school projects and party decorations
•Variety of sizes 
•They are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
•950 stickers                                                                                                                                                         ","TOWER Reward Range, Fun Silver Stars Value Pack 950 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1YLnDQwGk50hZTRImDMrLxBmIlXI2qLol&export=download,https://drive.google.com/uc?id=1HL4l0fgc6HRZR9x63Vumsdrp_kkB4hse&export=download,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR03S03,"TOWER Reward Range, Fun Gold Stars, 285 Stickers - 3 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for scrapbooking, crafts, school projects and party decorations
•Variety of sizes 
•They are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•285 stickers                                                                                                                                                         ","TOWER Reward Range, Fun Gold Stars, 285 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1qmvUJhfjhbcKDTH0l93z99ANdbS-7dZC&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR03S07,"TOWER  Reward Range, Fun Gold Stars, 665 Stickers - 7 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for scrapbooking, crafts, school projects and party decorations
•Variety of sizes 
•They are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•665 stickers                                                                                                                                                         ","TOWER  Reward Range, Fun Gold Stars, 665 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR03S10,"TOWER Reward Range, Fun Gold Stars Value Pack 950 Stickers - 10 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for scrapbooking, crafts, school projects and party decorations
•Variety of sizes 
•They are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
•950 stickers                                                                                                                                                         ","TOWER Reward Range, Fun Gold Stars Value Pack 950 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1fgMnVDf_PMi9sMsYarm5cNBuvyCiwQMP&export=download,https://drive.google.com/uc?id=1jAd8Dft73w0mEXzDjRnGjRQT6m-SIwUa&export=download,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR04S03,"TOWER Reward Range, Colour Stars, 225 Stickers - 3 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Variety of sizes in bright neon colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•225 stickers                                                                                                                                                         ","TOWER Reward Range, Colour Stars, 225 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1SqPhyBtCWxfsChww2IufsZcUm1pIVBFk&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR04S07,"TOWER Reward Range, Colour Stars, 525 Stickers - 7 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Variety of sizes in bright neon colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•525 stickers                                                                                                                                                         ","TOWER Reward Range, Colour Stars, 525 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR04S10,"TOWER Reward Range, Colour Stars Value Pack, 750 Stickers - 10 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Variety of sizes in bright neon colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
•750 stickers                                                                                                                                                         ","TOWER Reward Range, Colour Stars Value Pack, 750 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1dNJM3jxeKhdFK7q67C75jxICVhV70LpN&export=download,https://drive.google.com/uc?id=11NsQw6B1QzngmtQS1DIMnTc6jIjOG1Hr&export=download,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR32S03,"TOWER Reward Range, Mixed Neon Large Happy Faces, 72 Stickers - 3 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for decorating and scrapbooking
•Large faces in bright neon colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•72 stickers                                                                                                                                                         ","TOWER Reward Range, Mixed Neon Large Happy Faces, 72 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=19cNhsWDSNJZmtMFDk3FiF-S05Ou5D-UW&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR32S07,"TOWER Reward Range, Mixed Neon Large Happy Faces,168 Stickers - 7 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for decorating and scrapbooking
•Large faces in bright neon colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•168 stickers                                                                                                                                                         ","TOWER Reward Range, Mixed Neon Large Happy Faces,168 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR32S10,"TOWER Reward Range, Mixed Neon Large Happy Faces Value Pack, 240 Stickers - 10 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Use for decorating and scrapbooking
•Large faces in bright neon colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
•240 stickers                                                                                                                                                         ","TOWER Reward Range, Mixed Neon Large Happy Faces Value Pack, 240 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1KzcEWJsI30NO0oP-0djheDjOxsYMczy3&export=download,,,6.00E+12,1,115,203,31,Y
200,TOWER,TTTR24,"TOWER Reward Range, Stars with Happy Faces Value Roll, 1000 Stickers - Value Roll","• Use to reward, praise, encourage, and build self-esteem in children of all ages
• Great to use on reward and behaviour charts
• Use for decorating and scrapbooking
• Variety of expressions and fun colours 
• Made from a semi gloss paper, they are easy to peel and apply. 
• These labels are made in our factory in Cape Town, South Africa.
• Perforated for easy separation
• 25 Sheet value roll
• 1000 stickers                                                                                                                                                         ","TOWER Reward Range, Stars with Happy Faces Value Roll, 1000 Stickers - Value Roll",57.45,86,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1VtOZv9m0G1B-NhPizaSl6dv4SLQi0kwt&export=download,https://drive.google.com/uc?id=1ISxqUcKOps5srjRHY0xUUyfyNWiaC26-&export=download,https://drive.google.com/uc?id=1NCs9AMfE9yW3V2dpZl3Gnj2uOpAlbI8E&export=download,6.00287E+12,55,115,55,96,Y
200,TOWER,TTTR09,"TOWER Reward Range, Subject Stickers Value Roll, 600 Stickers - Value Roll","•Feature school subject related images and words of praise
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
• Perforated for easy separation
• 25 sheet bulk value roll
•600 stickers                                                                                                                                                         ","TOWER Reward Range, Subject Stickers Value Roll, 600 Stickers - Value Roll",57.45,86,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1NCs9AMfE9yW3V2dpZl3Gnj2uOpAlbI8E&export=download,https://drive.google.com/uc?id=1wplbXZ1L2bn550W9qnEUNITLLyGnHe9h&export=download,https://drive.google.com/uc?id=10UPw1p30hrfnpmv4Grt7a2-dPKvu_s98&export=download,6.00287E+12,55,115,55,96,Y
200,TOWER,TTTR10,"TOWER Reward Range, Big 5 Motivation Stickers Value Roll, 600 Stickers - Value Roll","•Feature the big 5 animals and words that motivate students
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
• Perforated for easy separation
• 25 sheet bulk value roll
•600 stickers                                                                                                                                                             ","TOWER Reward Range, Big 5 Motivation Stickers Value Roll, 600 Stickers - Value Roll",57.45,86,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=10UPw1p30hrfnpmv4Grt7a2-dPKvu_s98&export=download,https://drive.google.com/uc?id=1ntUhSIeWz5lJ76rfJh15dw0v1Rh-1g0U&export=download,https://drive.google.com/uc?id=1FRjlYBHhs4MkQbluNskwX1f__WYoBIiS&export=download,6.00287E+12,55,115,55,96,Y
200,TOWER,TTTR11,"TOWER Encouragement Range, Behaviour Stickers Value Roll, 600 Stickers - Value Roll","•Feature words that praise and encourage good behaviour.
•Use to encourage a positive behaviour in children of all ages.
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply.
•These labels are made in our factory in Cape Town, South Africa. 
• Perforated for easy separation
• 25 sheet bulk value roll
•600 stickers                                                                                                                                                            ","TOWER Encouragement Range, Behaviour Stickers Value Roll, 600 Stickers - Value Roll",57.45,86,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1ZhRCTevCTs0nuQ2m6IqENQ4oHPhq0yte&export=download,https://drive.google.com/uc?id=1EB7Mcy5sAr3IDeSsPUMfm_dUI8tcHd1I&export=download,https://drive.google.com/uc?id=1APMytgbXpwIn2VNy5JsexpN1QfJG1XOq&export=download,6.00287E+12,55,115,55,96,Y
200,TOWER,TTTR17,"TOWER Encouragement Range, Behaviour Stickers Afrikaans Value Roll 600 Stickers - Value Roll","•Feature words that praise and encourage good behaviour.
•Use to encourage a positive behaviour in children of all ages.
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply.
•These labels are made in our factory in Cape Town, South Africa. 
• Perforated for easy separation
• 25 sheet bulk value roll
•600 stickers                                                                                                                                                            ","TOWER Encouragement Range, Behaviour Stickers Afrikaans Value Roll 600 Stickers - Value Roll",57.45,86,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1OoKDVttO5fsnCih68iuxYI7FqKqC3JwE&export=download,https://drive.google.com/uc?id=1Vf7t1EVtKpvIOcOaf6OCX-T0QIWXPghS&export=download,https://drive.google.com/uc?id=168QH-tq6hPDXf9fPu9SUP4nRlMI_RRC2&export=download,6.00287E+12,55,115,55,96,Y
200,TOWER,TTTR15,"TOWER Reward Range, Subject Stickers Afrikaans Value Roll, 600 Stickers - Value Roll","•Feature school subject related images and words of praise
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
• Perforated for easy separation
• 25 sheet bulk value roll
•600 stickers                                                                                                                                                         ","TOWER Reward Range, Subject Stickers Afrikaans Value Roll, 600 Stickers - Value Roll",57.45,86,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1wy3lA1uc7Ab2_tcov6fNAXYYS6arWIX6&export=download,https://drive.google.com/uc?id=1aHYmEPm9tgkhGoIqwQAsk_Dm3w4FLjA9&export=download,https://drive.google.com/uc?id=1v7s1lefxcMP5Xh0d-8VAr57nzWmov76U&export=download,6.00287E+12,55,115,55,96,Y
200,TOWER,TTTR16,"TOWER Reward Range, Big 5 Motivation Stickers Afrikaans Value, Roll 600 Stickers - Value Roll","•Feature the big 5 animals and words that motivate students
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
• Perforated for easy separation
• 25 sheet bulk value roll
•600 stickers                                                                                                                                                             ","TOWER Reward Range, Big 5 Motivation Stickers Afrikaans Value, Roll 600 Stickers - Value Roll",57.45,86,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1FHMWzKm8V3ScjHc19lenv7t3h2doG1sO&export=download,https://drive.google.com/uc?id=1kIZGJFyCt1BuuVhUdkSYaKVkNMwLPzMY&export=download,https://drive.google.com/uc?id=1nCKHV88YQld0OJ9K4cscV-yh36GBH9B7&export=download,6.00287E+12,55,115,55,96,Y
200,TOWER,STM3RL,"TOWER Mixed Metallic Large and Medium Stars Variety Bulk Pack, 3225 Stickers - Value Roll","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Great to use on reward and behaviour charts
•Use for decorating, scrapbooking and colour coding
•Large & medium sized assorted stars
•They are easy to peel and apply.
•Perfect gift for teachers 
•These labels are made in our factory in Cape Town, South Africa.
•Perforated for easy separation 
• 75 Sheet value pack
•3225 Stickers                                                                                                                            ","TOWER Mixed Metallic Large and Medium Stars Variety Bulk Pack, 3225 Stickers - Value Roll",139.44,208,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1IwjQsW6wnDTk8K976sJo_vHn3cccVt3z&export=download,https://drive.google.com/uc?id=1tmJXRxGjRqS0mTybzFDWlsrkjfmTKfDB&export=download,https://drive.google.com/uc?id=1rbu8TA6r_PIs33MSBiwlPY3AmuNywhv3&export=download,6.00287E+12,55,160,55,296,Y
200,TOWER,CST3RL,"TOWER Mixed Colour Large and Medium Stars Variety Bulk Pack, 3150 Stickers - Value Roll","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Great to use on reward and behaviour charts
•Use for decorating, scrapbooking and colour coding
•Large & medium sized assorted stars
•They are easy to peel and apply.
•Perfect gift for teachers 
•These labels are made in our factory in Cape Town, South Africa.
•Perforated for easy separation 
• 75 Sheet value pack
•3150 Stickers                                                                                                                            ","TOWER Mixed Colour Large and Medium Stars Variety Bulk Pack, 3150 Stickers - Value Roll",139.44,208,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1AqTSuYVA3PfravgncEp3ms7GN2RQYX_T&export=download,https://drive.google.com/uc?id=1Pf0leTBC_WI38YsxMcmAZcJ0rMHJmtxa&export=download,https://drive.google.com/uc?id=17RJYlo5HbnqkhU_NF3yUVCnmQYIg8X7G&export=download,6.00287E+12,55,160,55,296,Y
200,TOWER,RE3RL,"TOWER Reward Range Subject, Behaviour and Motivation Variety Bulk Pack 1800 Stickers - Value Roll","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Perfect gift for teachers 
•Variety pack
•Made from a semi gloss paper, they are easy to peel and apply. 
•These labels are made in our factory in Cape Town, South Africa. 
•Perforated for easy separation
•75 Sheet value pack
• 1800 stickers                                                                                                                                                         ","TOWER Reward Range Subject, Behaviour and Motivation Variety Bulk Pack 1800 Stickers - Value Roll",139.44,208,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1E8kexMv12VbBuzZlATKkuD5hNoM7Ywuv&export=download,https://drive.google.com/uc?id=1fIj5-H_RY9uMUlPM0sSeqE_vjHbRqg0w&export=download,https://drive.google.com/uc?id=16JlUT-fvYmitbEUS6uixTO1UkXSNlROu&export=download,6.00287E+12,55,160,55,296,Y
200,TOWER,RA3RL,"TOWER Reward Range Subject, Behaviour and Motivation Afrikaans Variety Bulk Pack,1800 Stickers - Value Roll","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Perfect gift for teachers 
•Variety pack
•Made from a semi gloss paper, they are easy to peel and apply. 
•These labels are made in our factory in Cape Town, South Africa. 
•Perforated for easy separation
•75 Sheet value pack
• 1800 stickers                                                                                                                                                         ","TOWER Reward Range Subject, Behaviour and Motivation Afrikaans Variety Bulk Pack,1800 Stickers - Value Roll",139.44,208,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=16JlUT-fvYmitbEUS6uixTO1UkXSNlROu&export=download,https://drive.google.com/uc?id=1IsJO1pUzq5-tlBFaKkm0Y1SC_IbI5R60&export=download,https://drive.google.com/uc?id=1x_0uH3BMFjkIyvdKZfBTcH_0RsUKml6a&export=download,6.00287E+12,55,160,55,296,Y
200,TOWER,TTREWARD1,"TOWER Reward Range, Ice-cream cone Chart, 10 Sheets","•Great tool to help a child learn how to work towards achieving goals while being rewarded along the way. 
•They can be used in the classroom or at home.","TOWER Reward Range, Ice-cream cone Chart, 10 Sheets",23.325,35,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=18QIUN02f6Mm9BJWqVjoCU5Lpw0OCEOpN&export=download,https://drive.google.com/uc?id=1jkwdOOiqzhPmxNiMSIV0hLEkyIq9dcN6&export=download,,6.00287E+12,1,223,354,74,Y
200,TOWER,TTREWARDAF,"TOWER Reward Range, Ice-cream cone Chart Afrikaans, 10 Sheets","•Great tool to help a child learn how to work towards achieving goals while being rewarded along the way. 
•They can be used in the classroom or at home.","TOWER Reward Range, Ice-cream cone Chart Afrikaans, 10 Sheets",23.325,35,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1GTo1XZGErFiTY2yxexxKGNnAalI7BEQc&export=download,https://drive.google.com/uc?id=1thqlYmMtPjIiqRHO1tSBPhcGM5J3B-mt&export=download,,6.00287E+12,1,223,354,74,Y
200,TOWER,TTREWARDD,"TOWER Reward Range, Dino Chart, 5 Sheets","•Great tool to help a child learn how to work towards achieving goals while being rewarded along the way.       
•They can be used in the classroom or at home.
•The chart itself is made from a sturdy card stock with a gloss finish which makes for a durable reward chart.                                                                                         ","TOWER Reward Range, Dino Chart, 5 Sheets",23.325,35,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=15aDWncYlpGxDTGr_ON1urYjJo0lAZykR&export=download,https://drive.google.com/uc?id=13aQ6ME-M7AbK7saqxsdJu0iOmsPQQWqo&export=download,,6.00287E+12,1,223,354,74,Y
200,TOWER,TTREWARDP,"TOWER Reward Range, Planets Chart, 5 Sheets","•Great tool to help a child learn how to work towards achieving goals while being rewarded along the way.       
•They can be used in the classroom or at home.
•The chart itself is made from a sturdy card stock with a gloss finish which makes for a durable reward chart.                                                                                         ","TOWER Reward Range, Planets Chart, 5 Sheets",23.325,35,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=13aQ6ME-M7AbK7saqxsdJu0iOmsPQQWqo&export=download,https://drive.google.com/uc?id=1rZY3stNHDps0jlwMteQvp6DnEIEzUIyA&export=download,,6.00287E+12,1,223,354,74,Y
